iter,q_grid,sv_hat,target
1,-18.348295899149665,0.9999999999067541,0.5
1,-18.15430351706818,0.9999999999067541,0.5
1,-15.991656529896183,0.9999999999067541,0.5
1,-14.720237647397857,0.9999999999067541,0.5
1,-14.42027591542425,0.9999999999067541,0.5
1,-13.644029228676205,0.9999999999067541,0.5
1,-13.60159340424948,0.9999999999067541,0.5
1,-13.512791466249638,0.9999999999067541,0.5
1,-13.340313257481544,0.9999999999067541,0.5
1,-13.155355761124218,0.9990891659069552,0.5
1,-12.846581900759695,0.9990891659069552,0.5
1,-12.688154437501208,0.9990891659069552,0.5
1,-12.666699017260733,0.9990891659069552,0.5
1,-12.656229855275646,0.9981721895262299,0.5
1,-12.628817441610407,0.9972593033826898,0.5
1,-12.559428368595707,0.9972593033826898,0.5
1,-12.114403324453393,0.9972593033826898,0.5
1,-12.03221061040109,0.9972593033826898,0.5
1,-12.011813589550735,0.996787797814181,0.5
1,-11.580788560072182,0.996787797814181,0.5
1,-11.483852695554116,0.9960917336356356,0.5
1,-11.365637784035872,0.9960917336356356,0.5
1,-11.307187733052208,0.9960917336356356,0.5
1,-11.284217505971933,0.9960917336356356,0.5
1,-11.214206836792718,0.9960917336356356,0.5
1,-11.172931638866936,0.9960917336356356,0.5
1,-11.164279190662459,0.9960917336356356,0.5
1,-10.973494016752044,0.9960917336356356,0.5
1,-10.945336385074254,0.9960917336356356,0.5
1,-10.934678602197955,0.9960917336356356,0.5
1,-10.762530379931851,0.9960917336356356,0.5
1,-10.761053941446908,0.9960917336356356,0.5
1,-10.759647235772352,0.9951857429867428,0.5
1,-10.70786472835956,0.9951857429867428,0.5
1,-10.665504389308783,0.9951857429867428,0.5
1,-10.642162583640193,0.9951857429867428,0.5
1,-10.610353114270051,0.9951857429867428,0.5
1,-10.602372749311314,0.9951857429867428,0.5
1,-10.465797487905593,0.9951857429867428,0.5
1,-10.347943008509919,0.9951857429867428,0.5
1,-10.31933678369155,0.9951857429867428,0.5
1,-10.286413830297043,0.9951857429867428,0.5
1,-10.255487209542622,0.9951857429867428,0.5
1,-10.184594146133259,0.9951857429867428,0.5
1,-10.069836837630625,0.9942840602657174,0.5
