iter,q_grid,sv_hat,target
1,-19.259783859812444,1.0001973214262336,0.5
1,-17.680609169054435,0.9993224431292708,0.5
1,-16.341101495183384,1.0000856039631176,0.5
1,-14.70887837864436,0.9992568097003832,0.5
1,-14.176988562652367,0.9984575900896819,0.5
1,-13.769540835835057,0.9977960729863052,0.5
1,-13.71046998724909,0.9969303072743534,0.5
1,-13.59388272088574,0.9971880853637359,0.5
1,-12.822364320894746,0.9971880853637359,0.5
1,-12.809731882063017,0.9963965946336925,0.5
1,-12.686792373936967,0.9955383201621282,0.5
1,-12.54653633104175,0.9957044890416491,0.5
1,-12.258530334492317,0.9957044890416491,0.5
1,-12.063519996946393,0.995794084647215,0.5
1,-12.043155487326825,0.9951094431675153,0.5
1,-11.999892642491837,0.9951094431675153,0.5
1,-11.921147122377858,0.9951094431675153,0.5
1,-11.907418807425097,0.9951094431675153,0.5
1,-11.778140220092547,0.9951094431675153,0.5
1,-11.702367555753309,0.9951094431675153,0.5
1,-11.662828063366325,0.994871305816641,0.5
1,-11.426522574449036,0.994871305816641,0.5
1,-11.407905656927708,0.994871305816641,0.5
1,-11.343305167701939,0.994871305816641,0.5
1,-11.229144903345418,0.9940299923273644,0.5
1,-11.140682873543888,0.9942588727121375,0.5
1,-10.994399955462212,0.9942588727121375,0.5
1,-10.962126034893707,0.9942588727121375,0.5
1,-10.904687709586502,0.9942588727121375,0.5
1,-10.801885207558477,0.9942588727121375,0.5
1,-10.685207412961905,0.9942588727121375,0.5
1,-10.669320115285792,0.9942588727121375,0.5
1,-10.590852531836779,0.9942588727121375,0.5
1,-10.574974613102526,0.9942588727121375,0.5
1,-10.517280733130985,0.9942588727121375,0.5
1,-10.312423443379357,0.9948216807195084,0.5
1,-10.27566284924272,0.9939951569939416,0.5
1,-10.240629424643862,0.9939951569939416,0.5
1,-10.223053899062176,0.9939951569939416,0.5
1,-10.13776931776595,0.9939951569939416,0.5
1,-10.102232993769366,0.9939951569939416,0.5
1,-10.066081495622688,0.9943988820782597,0.5
1,-10.061742418049787,0.9943988820782597,0.5
1,-10.03771264335845,0.9935250988627654,0.5
1,-10.031075447540509,0.9935250988627654,0.5
1,-10.017535617470994,0.9926510960459312,0.5
1,-9.969565568215899,0.991774776723999,0.5
1,-9.945373670858753,0.991774776723999,0.5
1,-9.94095150420813,0.9909030798257087,0.5
1,-9.893556962613372,0.9909030798257087,0.5
1,-9.854749857999385,0.9914041832344478,0.5
1,-9.815787436924445,0.9914041832344478,0.5
1,-9.794968594171436,0.9914041832344478,0.5
1,-9.79404983772283,0.9914041832344478,0.5
1,-9.778509615524747,0.9914041832344478,0.5
1,-9.7488556990198,0.9914041832344478,0.5
1,-9.676744788629913,0.9914041832344478,0.5
1,-9.589118155850556,0.9905574041582491,0.5
1,-9.566397423258135,0.9896895500396418,0.5
1,-9.552749408821624,0.9899321177239276,0.5
1,-9.501543296056997,0.9899321177239276,0.5
1,-9.465571807273541,0.9899321177239276,0.5
1,-9.429582185894702,0.9899321177239276,0.5
1,-9.4191967377863,0.9890808383873446,0.5
1,-9.372566654774996,0.9890808383873446,0.5
1,-9.353010915127072,0.9882434665088015,0.5
1,-9.337369230197394,0.9874977052330876,0.5
1,-9.332786187716813,0.9874977052330876,0.5
1,-9.332251945497344,0.9874977052330876,0.5
1,-9.31695600414906,0.9875958678853208,0.5
1,-9.31469195496684,0.9875958678853208,0.5
1,-9.219769209950863,0.9875958678853208,0.5
1,-9.195559803288532,0.9880170901747994,0.5
1,-9.136694436431409,0.9880170901747994,0.5
1,-9.130024376383522,0.9880170901747994,0.5
1,-9.096326781860009,0.9880170901747994,0.5
1,-9.088734698160653,0.9871768125658694,0.5
1,-9.078210727665892,0.9871768125658694,0.5
1,-9.055897440280885,0.9871768125658694,0.5
1,-9.030516067804754,0.9871768125658694,0.5
1,-9.02428235470696,0.9871768125658694,0.5
1,-9.016944320321471,0.9871768125658694,0.5
1,-8.956190042929693,0.9864091727143941,0.5
1,-8.95307742066856,0.9864091727143941,0.5
1,-8.95123336584747,0.9864091727143941,0.5
1,-8.935272246418261,0.9864091727143941,0.5
1,-8.895097586102546,0.9867005681263413,0.5
1,-8.88519938735775,0.9867005681263413,0.5
1,-8.855997016956676,0.987145539015743,0.5
1,-8.850246219292144,0.987145539015743,0.5
1,-8.835951478508104,0.9875609627642219,0.5
1,-8.80712193889343,0.9875609627642219,0.5
1,-8.772348478229988,0.9875609627642219,0.5
1,-8.765846205423953,0.9875609627642219,0.5
1,-8.75883760414408,0.9875609627642219,0.5
1,-8.75106092958564,0.9868411228044495,0.5
1,-8.725633614046325,0.9865343571791991,0.5
1,-8.721298182031864,0.9870150594980727,0.5
1,-8.68526240234275,0.9862070676739902,0.5
1,-8.648341595807693,0.9862070676739902,0.5
1,-8.647707280935798,0.9862070676739902,0.5
1,-8.646932082841941,0.9862070676739902,0.5
1,-8.60840778875988,0.9865768920713123,0.5
1,-8.552776278147203,0.9865768920713123,0.5
1,-8.544905780232106,0.9865768920713123,0.5
1,-8.528377798523882,0.9865768920713123,0.5
1,-8.50416452082104,0.9857005538746696,0.5
1,-8.503000805155818,0.9857005538746696,0.5
1,-8.502388906575304,0.9857005538746696,0.5
1,-8.472517478574238,0.9857005538746696,0.5
1,-8.417779396136748,0.9857005538746696,0.5
1,-8.34529986809251,0.9857005538746696,0.5
1,-8.324679514427793,0.9857005538746696,0.5
1,-8.318241269350779,0.9848249854319153,0.5
1,-8.270692016718252,0.9848249854319153,0.5
1,-8.260190006765296,0.9848249854319153,0.5
1,-8.258578545174204,0.9848249854319153,0.5
1,-8.234368317908046,0.9848249854319153,0.5
1,-8.220596276081555,0.9848249854319153,0.5
1,-8.212901178110345,0.9848249854319153,0.5
1,-8.208679965655131,0.9848249854319153,0.5
1,-8.155538966216083,0.9848249854319153,0.5
1,-8.126741544022654,0.9852408192352279,0.5
1,-8.093540761858058,0.9852408192352279,0.5
1,-8.078760056217385,0.9852408192352279,0.5
1,-8.070100995207591,0.9852408192352279,0.5
1,-8.063133641305214,0.9852408192352279,0.5
1,-8.054657551263672,0.9852408192352279,0.5
1,-8.028765172152672,0.9852408192352279,0.5
1,-7.996195778879633,0.9852408192352279,0.5
1,-7.990779795113608,0.9852408192352279,0.5
1,-7.982265456526032,0.9852408192352279,0.5
1,-7.980899649114192,0.9844107030462533,0.5
1,-7.974049156277468,0.9844107030462533,0.5
1,-7.949121311789812,0.9844107030462533,0.5
1,-7.944763207576634,0.9844107030462533,0.5
1,-7.927250697503524,0.9836486904355888,0.5
1,-7.926435127988697,0.9836486904355888,0.5
1,-7.923979960854269,0.9836486904355888,0.5
1,-7.918701137812595,0.9836486904355888,0.5
1,-7.895908512131529,0.9836486904355888,0.5
1,-7.885997384284179,0.9836486904355888,0.5
1,-7.876963996237478,0.9836486904355888,0.5
1,-7.863407749726956,0.9836486904355888,0.5
1,-7.862370405872743,0.9836486904355888,0.5
1,-7.843789300599907,0.9836486904355888,0.5
1,-7.841574147981041,0.9836486904355888,0.5
1,-7.823144157656908,0.9836486904355888,0.5
1,-7.809448315923123,0.9828163382550433,0.5
1,-7.807449998906036,0.9831237262930358,0.5
1,-7.8037772149184255,0.9831237262930358,0.5
1,-7.800941883614215,0.9831361746425579,0.5
1,-7.79953826868201,0.9831361746425579,0.5
1,-7.7965793308233735,0.9831361746425579,0.5
1,-7.765096206050505,0.9831361746425579,0.5
1,-7.746925161957767,0.9831361746425579,0.5
1,-7.7451140159485385,0.9831361746425579,0.5
1,-7.727820159478229,0.9831361746425579,0.5
